Site,Network(s),City,Country,Agency,Lat,Long,Height (m),Site,Receiver,Antenna,Radome,Calibration,Last RINEX2,Last RINEX3,Sat System,Site
PRE400ZAF,IGS,Pretoria,South Africa,NGA,-25.7464944,28.2240444,1413.8,PRE400ZAF,ITT 3750300,TPSCR.G5,TPSH,ROBOT,2020-10-18,n/a,GPS,PRE400ZAF
PTAG00PHL,IGS,Taguig City,Philippines,NAMRIA,14.5354417,121.0407654,86.647,PTAG00PHL,LEICA GR50,LEIAR25.R4,LEIT,ROBOT,2020-10-20,2019-01-13,GPS+GLO+GAL+BDS+QZSS+SBAS,PTAG00PHL
PTBB00DEU,IGS,Braunschweig,Germany,BKG,52.2961889,10.4597444,130.2,PTBB00DEU,SEPT POLARX5TR,LEIAR25.R4,LEIT,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,PTBB00DEU
PTGG00PHL,IGS,Taguig City,Philippines,CNES,14.5354022,121.0412654,86.944,PTGG00PHL,SEPT POLARX5,TRM59800.00,SCIS,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+QZSS+SBAS+IRNSS,PTGG00PHL
PTVL00VUT,IGS,Port Vila,Vanuatu,GA,-17.7494333,168.315025,86.4,PTVL00VUT,TRIMBLE NETR9,JAVRINGANT_DM,NONE,ROBOT,2020-05-05,2020-05-04,QZSS+GPS+GLO+GAL+BDS,PTVL00VUT
QAQ100GRL,IGS,Qaqortoq / Julianehaab,Greenland,DTU Space,60.7152639,-46.0477611,110.4,QAQ100GRL,SEPT POLARX5,ASH701945E_M,SCIS,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS+QZSS+SBAS,QAQ100GRL
QIKI00CAN,IGS,Qikiqtarjuaq (Baffin Island),Canada,NRCan/GSD,67.5593333,-64.0336667,13.3,QIKI00CAN,ASHTECH UZ-12,ASH701945E_M,NONE,ROBOT,2019-05-14,n/a,GPS,QIKI00CAN
QUI300ECU,IGS,Quito,Ecuador,NGA,0.2151583,-78.4936083,2922.7,QUI300ECU,ITT 3750300,TPSCR.G5,TPSH,ROBOT,2020-10-18,n/a,GPS,QUI300ECU
QUI400ECU,IGS,Quito,Ecuador,NGA,0.2151583,-78.4936083,2922.7,QUI400ECU,ITT 3750300,TPSCR.G5,TPSH,ROBOT,2020-10-18,n/a,GPS,QUI400ECU
QUIN00USA,IGS,Quincy,United States,JPL,39.9745528,-120.9444278,"1105.7651, WGS84",QUIN00USA,JAVAD TRE_3 DELTA,ASH701945E_M,SNOW,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS+QZSS,QUIN00USA
RABT00MAR,IGS,Rabat,Morocco,JPL,33.9981028,-6.8542889,90.1,RABT00MAR,JAVAD TRE_3 DELTA,TRM29659.00,SCIS,ROBOT,2019-11-29,2019-11-28,GPS+GLO+GAL+BDS+IRNSS,RABT00MAR
RAEG00PRT,IGS,Vila do Porto,Portugal,IGN-E,36.9857,-25.1263889,297.9,RAEG00PRT,LEICA GR25,LEIAR20,NONE,ROBOT,2020-10-20,2020-10-20,GPS+GLO,RAEG00PRT
RAMO00ISR,IGS,Mitzpe Ramon,Israel,SOI,30.5977583,34.7631389,893.1,RAMO00ISR,JAVAD TRE_G3TH DELTA,ASH701945B_M,SNOW,COPIED,2020-10-20,n/a,GPS+GLO,RAMO00ISR
RBAY00ZAF,IGS,Richardsbay,South Africa,NGI,-28.7955458,32.0783851,31.7927,RBAY00ZAF,TRIMBLE NETR9,TRM59800.00,SCIS,ROBOT,2020-08-02,n/a,GPS+GLO,RBAY00ZAF
RCMN00KEN,IGS,NAIROBI,Kenya,RCMRD,-1.221,36.8937778,1607.54,RCMN00KEN,LEICA GRX1200GGPRO,LEIAT504GG,LEIS,ROBOT,2016-10-17,n/a,GPS+GLO,RCMN00KEN
RDSD00DOM,IGS,Santo Domingo,Dominican Republic,Geomedicion,18.4613972,-69.9113,-9.2087,RDSD00DOM,TRIMBLE NETR9,TRM59800.00,SCIS,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS,RDSD00DOM
REDU00BEL,IGS,Redu,Belgium,ESOC,50.0015,5.1448806,369.9,REDU00BEL,SEPT POLARX5,SEPCHOKE_B3E6,NONE,ROBOT,2020-04-05,2020-10-20,GPS+GLO+GAL+BDS+SBAS,REDU00BEL
RESO00CAN,IGS,Resolute (Cornwallis Island),Canada,NRCan/GSD,74.6908,-94.8933,34.9,RESO00CAN,ASHTECH UZ-12,ASH700936A_M,NONE,COPIED,2017-12-15,n/a,GPS,RESO00CAN
REUN00REU,IGS,Le Tampon,France,IPGP,-21.2083333,55.5716667,1558.4,REUN00REU,SEPT POLARX5,TRM55971.00,NONE,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+SBAS,REUN00REU
REYK00ISL,IGS,Reykjavik,Iceland,BKG,64.1387833,-21.9554833,93.1,REYK00ISL,LEICA GR50,LEIAR25.R4,LEIT,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+IRNSS+SBAS,REYK00ISL
RGDG00ARG,IGS,Rio Grande,Argentina,CNES,-53.7858385,-67.7515279,32.364,RGDG00ARG,TRIMBLE ALLOY,TRM59800.00,SCIS,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+SBAS,RGDG00ARG
RIGA00LVA,IGS,Riga,Latvia,LUAI,56.9486194,24.0587722,34.7,RIGA00LVA,LEICA GR25,LEIAR25.R4,LEIT,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS+SBAS,RIGA00LVA
RIO200ARG,IGS,Rio Grande,Argentina,GFZ,-53.7854722,-67.7511194,32,RIO200ARG,SEPT ASTERX4,SEPCHOKE_B3E6,NONE,ROBOT,2019-02-26,2020-10-20,GPS+GLO+GAL+BDS+SBAS,RIO200ARG
RIOP00ECU,IGS,Riobamba,Ecuador,UNAVCO,-1.6506,-78.6511,2793,RIOP00ECU,TRIMBLE NETRS,TRM41249.00,NONE,ROBOT,2020-10-19,n/a,GPS,RIOP00ECU
ROAG00ESP,IGS,San Fernando,Spain,ROA,36.46335,-6.206275,83.2,ROAG00ESP,SEPT POLARX5TR,LEIAR25.R4,NONE,ROBOT,2020-10-19,2020-10-20,GPS+GLO+GAL+BDS+SBAS+IRNSS,ROAG00ESP
ROCK00USA,IGS,Simi Valley,United States of America,USGS,34.235675,-118.6764306,553.39,ROCK00USA,TPS NET-G3A,TPSCR.G3,SCIS,ROBOT,2020-10-20,n/a,GPS+GLO,ROCK00USA
ROTH00ATA,IGS,Rothera Station,Antarctica,NCL,-67.5714022,-68.1257462,39.793,ROTH00ATA,LEICA GRX1200+GNSS,LEIAR25,LEIT,ROBOT,2020-10-01,n/a,GPS+GLO,ROTH00ATA
SALU00BRA,IGS,São Luis,Brazil,IBGE,-2.5934583,-44.2124778,18.9,SALU00BRA,TRIMBLE NETR9,TRM115000.00,NONE,ROBOT,2020-10-19,2020-10-19,GPS+GLO+GAL+BDS,SALU00BRA
SAMO00WSM,IGS,"Fagalii Village District, Apia",Samoa,GA,-13.8492111,-171.7384194,76.9,SAMO00WSM,TRIMBLE NETR9,JAVRINGANT_DM,NONE,ROBOT,2020-04-30,2020-04-29,GPS+GLO+GAL+BDS+QZSS,SAMO00WSM
SANT00CHL,IGS,Santiago,Chile,JPL,-33.1502878,-70.6685535,723.0746,SANT00CHL,SEPT POLARX5,JAVRINGANT_DM,NONE,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS,SANT00CHL
SASK00CAN,IGS,Saskatoon,Canada,NRCan,52.1962556,-106.3983528,580,SASK00CAN,JAVAD TRE_G3TH DELTA,NOV750.R4,NOVS,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL,SASK00CAN
SAVO00BRA,IGS,Salvador,Brazil,IBGE,-12.9392472,-38.4322528,76.3,SAVO00BRA,TRIMBLE NETR9,TRM115000.00,NONE,ROBOT,2020-10-19,2020-10-19,GPS+GLO+GAL+BDS,SAVO00BRA
SBOK00ZAF,IGS,SPRINGBOK,South Africa,NGI,-29.6693222,17.8792083,1043.1,SBOK00ZAF,TRIMBLE NETRS,ASH701941.B,SCIS,ROBOT,2020-10-20,n/a,GPS,SBOK00ZAF
SCH200CAN,IGS,Schefferville,Canada,NRCan,54.8321,-66.8326,498.2,SCH200CAN,JAVAD TRE_3N DELTA,ASH701945E_M,NONE,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL,SCH200CAN
SCIP00USA,IGS,San Clemente Island,United States,SIO,32.91,-118.49,452.87,SCIP00USA,TPS NET-G3A,TPSCR.G3,SCIS,ROBOT,2020-08-06,n/a,GPS+GLO,SCIP00USA
SCOR00GRL,IGS,Scoresbysund/Ittoqqoormiit,Greenland,DTU Space,70.4853333,-21.9503361,128.5,SCOR00GRL,SEPT POLARX5,ASH701941.B,SCIS,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS+QZSS+SBAS,SCOR00GRL
SCRZ00BOL,IGS,SANTA CRUZ DE LA SIERRA,Bolivia,DGFI,-17.7967917,-63.1596778,442.2,SCRZ00BOL,LEICA GR10,LEIAR10,NONE,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS+SBAS,SCRZ00BOL
SCTB00ATA,IGS,Scott Base,Antarctica,GNS,-77.8489861,166.7580139,-18.9,SCTB00ATA,TRIMBLE ALLOY,TRM115000.00,NONE,ROBOT,2020-10-15,2019-01-22,GPS+GLO+GAL+BDS+QZSS,SCTB00ATA
SCUB00CUB,IGS,Santiago de Cuba,Cuba,GFZ,20.0120667,-75.7623139,21.9,SCUB00CUB,JAVAD TRE_G3TH DELTA,JAV_RINGANT_G3T,NONE,ROBOT,2018-12-14,2020-10-20,GPS+GLO+GAL,SCUB00CUB
SEJN00KOR,IGS,Sejong,South Korea,NGII,36.5222111,127.3031917,181.196,SEJN00KOR,TRIMBLE NETR9,TRM59800.00,SCIS,ROBOT,2020-10-18,n/a,GPS+GLO,SEJN00KOR
SEME00KAZ,IGS,Semey,Kazakhstan,JSC KGS,50.4326944,80.2659083,180.2105,SEME00KAZ,LEICA GR10,LEIAR25.R4,LEIT,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+SBAS,SEME00KAZ
SEY200SYC,IGS,La Misere,Seychelles,JPL,-4.6736512,55.4794536,538.8156,SEY200SYC,JAVAD TRE_G3TH DELTA,JAVRINGANT_DM,SCIS,ROBOT,2020-10-19,2020-10-18,GPS+GLO+GAL+BDS,SEY200SYC
SEYG00SYC,IGS,Pointe Larue,Seychelles,CNES,-4.6787318,55.5306305,-37.085,SEYG00SYC,SEPT POLARX5,TRM59800.00,NONE,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+SBAS+IRNSS,SEYG00SYC
SFDM00USA,IGS,Piru,United States,UNAVCO,34.4598056,-118.7545056,291.52,SFDM00USA,TRIMBLE NETRS,ASH701945B_M,SCIT,FIELD,2020-10-17,n/a,GPS,SFDM00USA
SFER00ESP,IGS,San Fernando,Spain,ROA,36.4643444,-6.2056472,84.1,SFER00ESP,LEICA GR25,LEIAR25,NONE,ROBOT,2020-05-03,2020-10-19,GPS+GLO+GAL+SBAS,SFER00ESP
SGOC00LKA,IGS,"Narahenpita, Colombo",Sri Lanka,GFZ,6.892075,79.8741778,-78.5,SGOC00LKA,JAVAD TRE_3,JAVRINGANT_G5T,NONE,ROBOT,2018-12-16,2020-10-20,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,SGOC00LKA
SGPO00USA,IGS,Billings,United States of America,GFZ,36.6041833,-97.4848222,290.2,SGPO00USA,JAVAD TRE_3,JAVRINGANT_G5T,NONE,ROBOT,n/a,2020-10-20,GPS+GLO+GAL+BDS,SGPO00USA
SHAO00CHN,IGS,Sheshan,China,SHAO,31.0996422,121.2004449,22.0901,SHAO00CHN,ASHTECH UZ-12,AOAD/M_T,JPLA,n/a,2019-03-19,n/a,GPS,SHAO00CHN
SHE200CAN,IGS,Shediac,Canada,NRCan/GSD,46.2206908,-64.55201,-15.3,SHE200CAN,TRIMBLE NETR8,TRM29659.00,NONE,ROBOT,2020-10-20,n/a,GPS,SHE200CAN
SIN100SGP,IGS,Singapore,Singapore,DLR/GSOC,1.3429811,103.6794383,92.54,SIN100SGP,TRIMBLE NETR9,LEIAR25.R3,LEIT,ROBOT,n/a,2020-10-20,GPS+GLO+GAL+BDS+QZSS+SBAS,SIN100SGP
SMST00JPN,IGS,Nachi Katsuura-cho,Japan,"HOD, JCG",33.5778553,135.9369553,97.536,SMST00JPN,TRIMBLE NETR9,TRM57971.00,NONE,ROBOT,2020-10-19,n/a,GPS,SMST00JPN
SNI100USA,IGS,San Nicolas Island,United States of America,USGS,33.247875,-119.5243639,239.67,SNI100USA,TPS NET-G3A,TPSCR.G3,SCIS,ROBOT,2019-05-29,n/a,GPS+GLO,SNI100USA
SOD300FIN,IGS,Sodankyla,Finland,FGI,67.4207861,26.3892861,300.8,SOD300FIN,JAVAD TRE_3 DELTA,JAVRINGANT_DM,SCIS,ROBOT,2020-08-17,2020-10-20,GPS+GLO+GAL+BDS+SBAS,SOD300FIN
SOFI00BGR,IGS,Sofia,Bulgaria,BKG,42.5560917,23.3947278,1119.6,SOFI00BGR,LEICA GRX1200GGPRO,LEIAR25.R3,LEIT,ROBOT,2020-10-20,n/a,GPS+GLO,SOFI00BGR
SOLO00SLB,IGS,Honiara,Solomon Islands,GA,-9.4349222,159.9543444,122.9,SOLO00SLB,TRIMBLE NETR9,JAVRINGANT_DM,NONE,ROBOT,2020-09-30,2020-10-20,GPS+GLO+GAL+BDS+QZSS,SOLO00SLB
SPK100USA,IGS,Saddle Peak,United States of America,USGS,34.0593417,-118.6461611,440.13,SPK100USA,TPS NET-G3A,TPSCR.G3,NONE,ROBOT,2020-02-12,n/a,GPS+GLO,SPK100USA
SPT000SWE,IGS,Boras,Sweden,LMV,57.7149556,12.8913444,219.9,SPT000SWE,SEPT POLARX5TR,TRM59800.00,OSOD,n/a,2020-04-27,2020-10-20,GPS+GLO+GAL+BDS+SBAS,SPT000SWE
SPTU00BRA,IGS,Tupã,Brazil,FCT/UNESP,-21.9291167,-50.4923694,508.78,SPTU00BRA,TRIMBLE NETR9,TRM57971.00,NONE,ROBOT,n/a,2020-10-20,GPS+GLO+GAL+BDS,SPTU00BRA
SSIA00SLV,IGS,San Salvador,El Salvador,CNR,13.6973,-89.1162,664.4,SSIA00SLV,TRIMBLE NETR9,TRM59800.80,SCIS,COPIED,2020-10-20,n/a,GPS+GLO+GAL,SSIA00SLV
STFU00USA,IGS,Palo Alto,United States,DLR/IKN,37.4269069,-122.1732908,20.41,STFU00USA,JAVAD TRE_G3TH DELTA,TRM57971.00,NONE,ROBOT,n/a,2020-10-12,GPS+GLO+GAL+SBAS,STFU00USA
STHL00GBR,IGS,Longwood,United Kingdom,JPL,-15.9425339,-5.6673454,453.29,STHL00GBR,JAVAD TRE_3 DELTA,TPSCR.G3,SCIS,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS+QZSS,STHL00GBR
STJ300CAN,IGS,ST. JOHN'S,Canada,CNES,47.5954351,-52.6783078,154.515,STJ300CAN,SEPT POLARX5TR,LEIAR25.R4,NONE,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+SBAS+IRNSS,STJ300CAN
STJO00CAN,IGS,St. John's,Canada,NRCan,47.5952389,-52.6777472,152.8,STJO00CAN,JAVAD TRE_3N DELTA,AOAD/M_T,NONE,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL,STJO00CAN
STK200JPN,IGS,Shintotsukawa,Japan,GSI,43.5286444,141.8448194,118.54,STK200JPN,TRIMBLE NETR9,TRM59800.00,SCIS,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+QZSS,STK200JPN
STPM00SPM,IGS,Saint Pierre,France,IGN,46.7778238,-56.1682444,0.473,STPM00SPM,TRIMBLE NETR9,TRM57971.00,NONE,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+SBAS,STPM00SPM
STR100AUS,IGS,Canberra,Australia,GA,-35.3155389,149.0108833,800,STR100AUS,SEPT POLARX5,ASH701945C_M,NONE,ROBOT,2020-10-01,2020-10-20,GPS+GLO+GAL+BDS+QZSS+IRNSS,STR100AUS
STR200AUS,IGS,Canberra,Australia,GA,-35.3161667,149.0101528,802.6,STR200AUS,TRIMBLE ALLOY,LEIAR25.R3,NONE,ROBOT,2020-09-29,2020-10-20,GPS+GLO+GAL+BDS+QZSS,STR200AUS
SULP00UKR,IGS,Lviv,Ukraine,NULP,49.8355889,24.0144889,370.5,SULP00UKR,TPS NET-G3A,TPSCR.G5,TPSH,ROBOT,2020-10-19,n/a,GPS+GLO+SBAS,SULP00UKR
SUTH00ZAF,IGS,Sutherland,South Africa,JPL,-32.3802108,20.8104623,1799.7659,SUTH00ZAF,SEPT POLARX5,ASH701945G_M,NONE,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS,SUTH00ZAF
SUTM00ZAF,IGS,Sutherland,South Africa,GFZ,-32.3814361,20.8109111,1797.6,SUTM00ZAF,JAVAD TRE_3,JAVRINGANT_G5T,NONE,ROBOT,2018-12-16,2020-10-20,GPS+GLO+GAL+BDS+IRNSS+SBAS,SUTM00ZAF
SUWN00KOR,IGS,Suwon-shi,Republic of Korea,NGII,37.2755,127.0542,83.9322,SUWN00KOR,TRIMBLE NETR9,TRM59800.80,SCIS,COPIED,2020-10-20,n/a,GPS+GLO+GAL+BDS,SUWN00KOR
SVTL00RUS,IGS,Svetloe,Russian Federation,IAA,60.5328556,29.7808722,76.8,SVTL00RUS,JAVAD TRE_3 DELTA,JAVRINGANT_DM,JVDM,ROBOT,2020-10-20,n/a,GPS+GLO+GAL,SVTL00RUS
SYDN00AUS,IGS,Sydney,Australia,GA,-33.7808845,151.1503769,85.6837,SYDN00AUS,SEPT POLARX4TR,ASH701945C_M,NONE,ROBOT,2020-10-17,2020-10-04,GPS+GLO+GAL+BDS+QZSS,SYDN00AUS
SYOG00ATA,IGS,East Ongle Island,Antarctica,GSI,-69.007,39.5837,50.0902,SYOG00ATA,TRIMBLE ALLOY,TRM159900.00,SCIS,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+QZSS,SYOG00ATA
TABL00USA,IGS,Wrightwood,United States of America,USGS,34.38185,-117.6782833,2228.03,TABL00USA,TRIMBLE NETR9,TRM57971.00,NONE,ROBOT,2020-10-20,n/a,GPS+GLO+SBAS,TABL00USA
TANA00ETH,IGS,Bahir Dar,Ethiopia,ILABDU,11.5690716,37.3291059,1850.9624,TANA00ETH,LEICA GR25,LEIAR25.R4,LEIT,ROBOT,2016-08-04,n/a,GPS+GLO,TANA00ETH
TASH00UZB,IGS,Tashkent,Uzbekistan,GFZ,41.32805,69.2955667,439.7,TASH00UZB,SEPT ASTERX4,SEPCHOKE_B3E6,NONE,ROBOT,2018-12-16,2020-10-20,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,TASH00UZB
TCMS00TWN,IGS,Hsinchu,Taiwan,NML,24.7979861,120.9873891,77.2607,TCMS00TWN,LEICA RS500,LEIAT504,NONE,ROBOT,2020-10-19,n/a,GPS,TCMS00TWN
TDOU00ZAF,IGS,THOHOYANDOU,South Africa,NGI,-23.0799083,30.3840056,630.2,TDOU00ZAF,TRIMBLE NETRS,LEIAT504,LEIS,ROBOT,2020-09-14,n/a,GPS,TDOU00ZAF
TEHN00IRN,IGS,TEHRAN,Islamic Republic of Iran,NCC,35.6972806,51.3340917,1194.57,TEHN00IRN,TRIMBLE NETR9,TRM57971.00,NONE,ROBOT,2020-10-04,n/a,GPS+GLO,TEHN00IRN
THTG00PYF,IGS,Papeete,French Polynesia,CNES,-17.5770603,-149.6064384,97.994,THTG00PYF,SEPT POLARX5TR,LEIAR25.R3,LEIT,ROBOT,2020-10-19,2020-10-20,GPS+GLO+GAL+BDS+QZSS+SBAS+IRNSS,THTG00PYF
THTI00PYF,IGS,Papeete,French Polynesia,CNES,-17.5770584,-149.606445,98.49,THTI00PYF,TRIMBLE NETR8,ASH701945E_M,NONE,ROBOT,2020-10-20,n/a,GPS+GLO+SBAS,THTI00PYF
THU200GRL,IGS,Thule Airbase,Greenland,DTU Space,76.537,-68.825,36.1,THU200GRL,SEPT POLARX5,ASH701073.1,SCIS,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS+QZSS,THU200GRL
TID100AUS,IGS,Canberra,Australia,GA,-35.3992111,148.9799944,665.4,TID100AUS,SEPT POLARX5,AOAD/M_T,NONE,ROBOT,2020-10-01,2020-10-20,GPS+GLO+GAL+BDS+QZSS,TID100AUS
TIDB00AUS,IGS,Tidbinbilla,Australia,JPL,-35.3992056,148.9799972,665.3719,TIDB00AUS,ASHTECH UZ-12,AOAD/M_T,NONE,ROBOT,2020-10-20,n/a,GPS,TIDB00AUS
TIT200DEU,IGS,Titz,Germany,BKG,51.0352333,6.4315778,156.1,TIT200DEU,JAVAD TRE_3 DELTA,LEIAR25.R4,LEIT,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+SBAS,TIT200DEU
TIXI00RUS,IGS,Tixi,Russian Federation,RDAAC,71.634475,128.8664139,46.9847,TIXI00RUS,JPS EGGDT,TPSCR3_GGD,NONE,ROBOT,2020-10-20,n/a,GPS+GLO,TIXI00RUS
TLSE00FRA,IGS,Toulouse,France,CNES,43.5606944,1.4808722,207.2,TLSE00FRA,TRIMBLE NETR9,TRM59800.00,NONE,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+SBAS,TLSE00FRA
TLSG00FRA,IGS,Toulouse,France,CNES,43.5497125,1.4850415,208.753,TLSG00FRA,SEPT POLARX5TR,TRM59800.00,NONE,ROBOT,2020-10-20,2020-10-20,GPS+GLO+GAL+BDS+SBAS+IRNSS,TLSG00FRA
TNML00TWN,IGS,Hsinchu,Taiwan,NML,24.7979549,120.9873441,75.8599,TNML00TWN,AOA BENCHMARK ACT,AOAD/M_T,NONE,ROBOT,2020-10-18,n/a,GPS,TNML00TWN
TONG00TON,IGS,Nuku'alofa,Tonga,GA,-21.1447139,-175.1792222,56.3,TONG00TON,SEPT POLARX5,TRM59800.00,NONE,ROBOT,2020-10-01,2020-09-30,QZSS+GPS+GLO+GAL+BDS,TONG00TON
TOPL00BRA,IGS,Palmas,Brazil,IBGE,-10.1710528,-48.3306778,256.55,TOPL00BRA,TRIMBLE NETR9,TRM115000.00,NONE,ROBOT,2020-10-19,2020-10-19,GPS+GLO+GAL+BDS,TOPL00BRA
TORP00USA,IGS,Torrance,United States of America,USGS,33.7977972,-118.3306028,-5.22,TORP00USA,TPS NET-G3A,TPSCR.G3,SCIS,ROBOT,2020-10-20,n/a,GPS+GLO,TORP00USA
TOW200AUS,IGS,Cape Ferguson,Australia,GA,-19.2692861,147.0556861,88.2,TOW200AUS,SEPT POLARX5,LEIAR25.R3,NONE,ROBOT,2020-09-30,2020-10-20,GPS+QZSS+GLO+GAL+BDS,TOW200AUS
TRAK00USA,IGS,Irvine,United States of America,SIO,33.6179361,-117.8034389,115.5,TRAK00USA,TPS NET-G3A,TPSCR.G3,SCIT,n/a,2020-10-20,n/a,GPS+GLO,TRAK00USA
TRO100NOR,IGS,Tromsoe,Norway,NMA,69.6627139,18.9396306,138,TRO100NOR,TRIMBLE NETR9,TRM59800.00,SCIS,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+BDS,TRO100NOR
TSK200JPN,IGS,Tsukuba,Japan,GSI,36.105575,140.0871167,69.93,TSK200JPN,TRIMBLE NETR9,TRM59800.00,NONE,ROBOT,2020-10-20,2020-10-19,GPS+GLO+GAL+QZSS,TSK200JPN
TSKB00JPN,IGS,Tsukuba,Japan,GSI,36.1056806,140.0874972,67.3,TSKB00JPN,TRIMBLE NETR9,AOAD/M_T,DOME,n/a,2020-10-20,2020-10-19,GPS+GLO+QZSS,TSKB00JPN
TUBI00TUR,IGS,Gebze,Turkey,TUBITAK MRC,40.7867278,29.450675,221.8,TUBI00TUR,TRIMBLE 5700,TRM29659.00,UNAV,ROBOT,2020-10-20,n/a,GPS,TUBI00TUR
TUVA00TUV,IGS,Funafuti,Tuvalu,GA,-8.5252917,179.1965611,38.4,TUVA00TUV,TRIMBLE NETR9,JAVRINGANT_DM,NONE,ROBOT,2019-02-15,2019-02-14,GPS+QZSS+GLO+GAL,TUVA00TUV
TWTF00TWN,IGS,Taoyuan,Taiwan (Province of China),TL,24.9536,121.1645,203.122,TWTF00TWN,SEPT POLARX4TR,ASH701945C_M,SCIS,ROBOT,2020-10-06,2020-10-19,GPS+GLO+GAL+BDS+QZSS+SBAS,TWTF00TWN
UCAL00CAN,IGS,Calgary,Canada,DLR/GSOC,51.079975,-114.13385,1118.8,UCAL00CAN,TRIMBLE NETR9,TRM57971.00,NONE,ROBOT,n/a,2020-10-19,GPS+GLO+GAL+BDS+QZSS+SBAS,UCAL00CAN
UCLP00USA,IGS,Los Angeles,United States of America,USGS,34.0691222,-118.4419111,111.54,UCLP00USA,TPS NET-G3A,TPSCR.G3,SCIS,ROBOT,2019-07-12,n/a,GPS+GLO,UCLP00USA
UCLU00CAN,IGS,Ucluelet,Canada,GSC,48.9256,-125.5416,10,UCLU00CAN,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,ROBOT,2020-10-20,n/a,GPS+GLO+GAL,UCLU00CAN
UFPR00BRA,IGS,Curitiba,Brazil,IBGE,-25.4483694,-49.2309556,925.8,UFPR00BRA,TRIMBLE NETR9,TRM115000.00,NONE,ROBOT,2020-10-19,2020-10-19,GPS+GLO+GAL+BDS,UFPR00BRA
ULAB00MNG,IGS,Ulaanbataar,Mongolia,GFZ,47.8650667,107.0523306,1575.7,ULAB00MNG,JAVAD TRE_3,JAVRINGANT_G5T,NONE,ROBOT,2018-12-16,2020-10-20,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,ULAB00MNG
ULDI00ZAF,IGS,ULUNDI,South Africa,NGI,-28.2931167,31.4209222,607.9,ULDI00ZAF,TRIMBLE NETR9,ASH701941.B,SCIS,ROBOT,2020-10-20,n/a,GPS+GLO,ULDI00ZAF
UNB300CAN,IGS,Fredericton,Canada,UNB,45.9502083,-66.6417056,22.85,UNB300CAN,TRIMBLE ALLOY,TRM57971.00,NONE,ROBOT,2016-11-28,2020-10-19,GPS+GLO+GAL+BDS+SBAS,UNB300CAN
UNBD00CAN,IGS,Fredericton,Canada,UNB,45.9501233,-66.6414947,23.12,UNBD00CAN,JAVAD TRE_G2T DELTA,TRM55971.00,NONE,ROBOT,n/a,2020-07-20,GPS+GAL+SBAS,UNBD00CAN
UNBJ00CAN,IGS,Fredericton,Canada,UNB,45.9502083,-66.6417056,22.75,UNBJ00CAN,TPS LEGACY,TRM57971.00,NONE,ROBOT,2020-10-20,n/a,GPS+GLO,UNBJ00CAN
UNBN00CAN,IGS,Fredericton,Canada,UNB,45.9502083,-66.6417056,22.85,UNBN00CAN,NOV OEM6,TRM57971.00,NONE,ROBOT,2020-10-20,2016-11-29,GPS+GLO+SBAS,UNBN00CAN
UNSA00ARG,IGS,Salta,Argentina,GFZ,-24.7274556,-65.4076444,1257.8,UNSA00ARG,SEPT ASTERX4,SEPCHOKE_B3E6,NONE,ROBOT,2019-02-26,2020-10-20,GPS+GLO+GAL+BDS+SBAS,UNSA00ARG
UNX200AUS,IGS,Sydney,Australia,DLR/GSOC,-33.9177667,151.2318739,87.07,UNX200AUS,JAVAD TRE_G3TH DELTA,LEIAR25.R3,LEIT,ROBOT,n/a,2017-08-29,GPS+GLO+GAL+QZSS+IRNSS+SBAS,UNX200AUS
